sample,total_count,population,count,percentage
sample00128,102875,b_cell,10257,9.97
sample00128,102875,cd4_t_cell,24291,23.61
sample00128,102875,cd8_t_cell,31155,30.28
sample00128,102875,monocyte,20747,20.17
sample00128,102875,nk_cell,16425,15.97
sample00129,97799,b_cell,8578,8.77
sample00129,97799,cd4_t_cell,33812,34.57
sample00129,97799,cd8_t_cell,24695,25.25
sample00129,97799,monocyte,18492,18.91
sample00129,97799,nk_cell,12222,12.5
sample00130,110509,b_cell,9491,8.59
sample00130,110509,cd4_t_cell,29379,26.59
sample00130,110509,cd8_t_cell,20874,18.89
sample00130,110509,monocyte,20808,18.83
sample00130,110509,nk_cell,29957,27.11
sample00131,94983,b_cell,13475,14.19
sample00131,94983,cd4_t_cell,33782,35.57
sample00131,94983,cd8_t_cell,19647,20.68
sample00131,94983,monocyte,15810,16.65
sample00131,94983,nk_cell,12269,12.92
sample00132,104383,b_cell,12071,11.56
sample00132,104383,cd4_t_cell,37366,35.8
sample00132,104383,cd8_t_cell,22953,21.99
sample00132,104383,monocyte,21155,20.27
sample00132,104383,nk_cell,10838,10.38
sample00133,103248,b_cell,8998,8.71
sample00133,103248,cd4_t_cell,39154,37.92
sample00133,103248,cd8_t_cell,30577,29.62
sample00133,103248,monocyte,16209,15.7
sample00133,103248,nk_cell,8310,8.05
sample00134,94929,b_cell,5345,5.63
sample00134,94929,cd4_t_cell,21093,22.22
sample00134,94929,cd8_t_cell,19854,20.91
sample00134,94929,monocyte,29206,30.77
sample00134,94929,nk_cell,19431,20.47
sample00135,111728,b_cell,6364,5.7
sample00135,111728,cd4_t_cell,33379,29.88
sample00135,111728,cd8_t_cell,30479,27.28
sample00135,111728,monocyte,20034,17.93
sample00135,111728,nk_cell,21472,19.22
sample00136,105539,b_cell,9477,8.98
sample00136,105539,cd4_t_cell,36775,34.84
sample00136,105539,cd8_t_cell,24510,23.22
sample00136,105539,monocyte,19474,18.45
sample00136,105539,nk_cell,15303,14.5
sample00137,103610,b_cell,13112,12.66
sample00137,103610,cd4_t_cell,34563,33.36
sample00137,103610,cd8_t_cell,27662,26.7
sample00137,103610,monocyte,18754,18.1
sample00137,103610,nk_cell,9519,9.19
sample00138,93142,b_cell,10705,11.49
sample00138,93142,cd4_t_cell,26058,27.98
sample00138,93142,cd8_t_cell,24949,26.79
sample00138,93142,monocyte,16855,18.1
sample00138,93142,nk_cell,14575,15.65
sample00139,98502,b_cell,8256,8.38
sample00139,98502,cd4_t_cell,32718,33.22
sample00139,98502,cd8_t_cell,27913,28.34
sample00139,98502,monocyte,15630,15.87
sample00139,98502,nk_cell,13985,14.2
sample00140,94698,b_cell,10349,10.93
sample00140,94698,cd4_t_cell,23476,24.79
sample00140,94698,cd8_t_cell,26253,27.72
sample00140,94698,monocyte,17628,18.61
sample00140,94698,nk_cell,16992,17.94
sample00141,103696,b_cell,4896,4.72
sample00141,103696,cd4_t_cell,35662,34.39
sample00141,103696,cd8_t_cell,28642,27.62
sample00141,103696,monocyte,21325,20.56
sample00141,103696,nk_cell,13171,12.7
sample00142,98991,b_cell,10372,10.48
sample00142,98991,cd4_t_cell,32331,32.66
sample00142,98991,cd8_t_cell,26865,27.14
sample00142,98991,monocyte,17299,17.48
sample00142,98991,nk_cell,12124,12.25
sample00143,95184,b_cell,7954,8.36
sample00143,95184,cd4_t_cell,24873,26.13
sample00143,95184,cd8_t_cell,32400,34.04
sample00143,95184,monocyte,10588,11.12
sample00143,95184,nk_cell,19369,20.35
sample00144,98439,b_cell,7857,7.98
sample00144,98439,cd4_t_cell,27371,27.81
sample00144,98439,cd8_t_cell,37150,37.74
sample00144,98439,monocyte,17879,18.16
sample00144,98439,nk_cell,8182,8.31
sample00145,96711,b_cell,9816,10.15
sample00145,96711,cd4_t_cell,24589,25.43
sample00145,96711,cd8_t_cell,27212,28.14
sample00145,96711,monocyte,16550,17.11
sample00145,96711,nk_cell,18544,19.17
sample00146,108534,b_cell,1835,1.69
sample00146,108534,cd4_t_cell,40424,37.25
sample00146,108534,cd8_t_cell,32579,30.02
sample00146,108534,monocyte,23790,21.92
sample00146,108534,nk_cell,9906,9.13
sample00147,107835,b_cell,9384,8.7
sample00147,107835,cd4_t_cell,35855,33.25
sample00147,107835,cd8_t_cell,27312,25.33
sample00147,107835,monocyte,22359,20.73
sample00147,107835,nk_cell,12925,11.99
sample00148,95497,b_cell,12464,13.05
sample00148,95497,cd4_t_cell,27844,29.16
sample00148,95497,cd8_t_cell,24484,25.64
sample00148,95497,monocyte,14080,14.74
sample00148,95497,nk_cell,16625,17.41
sample00149,106825,b_cell,7999,7.49
sample00149,106825,cd4_t_cell,31822,29.79
sample00149,106825,cd8_t_cell,30839,28.87
sample00149,106825,monocyte,18064,16.91
sample00149,106825,nk_cell,18101,16.94
sample00150,90252,b_cell,6574,7.28
sample00150,90252,cd4_t_cell,30706,34.02
sample00150,90252,cd8_t_cell,23193,25.7
sample00150,90252,monocyte,20545,22.76
sample00150,90252,nk_cell,9234,10.23
sample00151,94188,b_cell,10045,10.66
sample00151,94188,cd4_t_cell,19743,20.96
sample00151,94188,cd8_t_cell,25079,26.63
sample00151,94188,monocyte,17373,18.45
sample00151,94188,nk_cell,21948,23.3
sample00152,101748,b_cell,10029,9.86
sample00152,101748,cd4_t_cell,34480,33.89
sample00152,101748,cd8_t_cell,23103,22.71
sample00152,101748,monocyte,17901,17.59
sample00152,101748,nk_cell,16235,15.96
sample00153,105449,b_cell,12772,12.11
sample00153,105449,cd4_t_cell,30009,28.46
sample00153,105449,cd8_t_cell,27496,26.08
sample00153,105449,monocyte,16853,15.98
sample00153,105449,nk_cell,18319,17.37
sample00154,98244,b_cell,4851,4.94
sample00154,98244,cd4_t_cell,29002,29.52
sample00154,98244,cd8_t_cell,29394,29.92
sample00154,98244,monocyte,14743,15.01
sample00154,98244,nk_cell,20254,20.62
sample00155,98358,b_cell,9098,9.25
sample00155,98358,cd4_t_cell,29519,30.01
sample00155,98358,cd8_t_cell,31146,31.67
sample00155,98358,monocyte,13591,13.82
sample00155,98358,nk_cell,15004,15.25
sample00156,95669,b_cell,12105,12.65
sample00156,95669,cd4_t_cell,25294,26.44
sample00156,95669,cd8_t_cell,22220,23.23
sample00156,95669,monocyte,21973,22.97
sample00156,95669,nk_cell,14077,14.71
sample00157,107396,b_cell,12798,11.92
sample00157,107396,cd4_t_cell,25824,24.05
sample00157,107396,cd8_t_cell,29712,27.67
sample00157,107396,monocyte,23759,22.12
sample00157,107396,nk_cell,15303,14.25
sample00158,99524,b_cell,9304,9.35
sample00158,99524,cd4_t_cell,30837,30.98
sample00158,99524,cd8_t_cell,28693,28.83
sample00158,99524,monocyte,14471,14.54
sample00158,99524,nk_cell,16219,16.3
sample00159,108497,b_cell,10899,10.05
sample00159,108497,cd4_t_cell,37159,34.25
sample00159,108497,cd8_t_cell,30942,28.52
sample00159,108497,monocyte,17569,16.19
sample00159,108497,nk_cell,11928,10.99
sample00160,108795,b_cell,4919,4.52
sample00160,108795,cd4_t_cell,37824,34.77
sample00160,108795,cd8_t_cell,30893,28.4
sample00160,108795,monocyte,20129,18.5
sample00160,108795,nk_cell,15030,13.81
sample00161,108402,b_cell,11706,10.8
sample00161,108402,cd4_t_cell,27508,25.38
sample00161,108402,cd8_t_cell,27113,25.01
sample00161,108402,monocyte,18520,17.08
sample00161,108402,nk_cell,23555,21.73
sample00162,102499,b_cell,12077,11.78
sample00162,102499,cd4_t_cell,34285,33.45
sample00162,102499,cd8_t_cell,25698,25.07
sample00162,102499,monocyte,15854,15.47
sample00162,102499,nk_cell,14585,14.23
sample00163,104732,b_cell,11351,10.84
sample00163,104732,cd4_t_cell,37866,36.16
sample00163,104732,cd8_t_cell,28692,27.4
sample00163,104732,monocyte,18338,17.51
sample00163,104732,nk_cell,8485,8.1
sample00164,100756,b_cell,11872,11.78
sample00164,100756,cd4_t_cell,29156,28.94
sample00164,100756,cd8_t_cell,26866,26.66
sample00164,100756,monocyte,24226,24.04
sample00164,100756,nk_cell,8636,8.57
sample00165,111486,b_cell,11804,10.59
sample00165,111486,cd4_t_cell,35119,31.5
sample00165,111486,cd8_t_cell,19245,17.26
sample00165,111486,monocyte,21456,19.25
sample00165,111486,nk_cell,23862,21.4
sample00166,111770,b_cell,9198,8.23
sample00166,111770,cd4_t_cell,33200,29.7
sample00166,111770,cd8_t_cell,21433,19.18
sample00166,111770,monocyte,26183,23.43
sample00166,111770,nk_cell,21756,19.46
sample00167,108425,b_cell,9538,8.8
sample00167,108425,cd4_t_cell,26658,24.59
sample00167,108425,cd8_t_cell,40134,37.02
sample00167,108425,monocyte,19194,17.7
sample00167,108425,nk_cell,12901,11.9
sample00168,102412,b_cell,8186,7.99
sample00168,102412,cd4_t_cell,30370,29.65
sample00168,102412,cd8_t_cell,32947,32.17
sample00168,102412,monocyte,12267,11.98
sample00168,102412,nk_cell,18642,18.2
sample00169,93829,b_cell,8106,8.64
sample00169,93829,cd4_t_cell,33236,35.42
sample00169,93829,cd8_t_cell,23215,24.74
sample00169,93829,monocyte,14590,15.55
sample00169,93829,nk_cell,14682,15.65
sample00170,98457,b_cell,7984,8.11
sample00170,98457,cd4_t_cell,26639,27.06
sample00170,98457,cd8_t_cell,25161,25.56
sample00170,98457,monocyte,24495,24.88
sample00170,98457,nk_cell,14178,14.4
sample00171,92121,b_cell,11525,12.51
sample00171,92121,cd4_t_cell,22299,24.21
sample00171,92121,cd8_t_cell,23390,25.39
sample00171,92121,monocyte,20789,22.57
sample00171,92121,nk_cell,14118,15.33
sample00172,94096,b_cell,11364,12.08
sample00172,94096,cd4_t_cell,28674,30.47
sample00172,94096,cd8_t_cell,23176,24.63
sample00172,94096,monocyte,19145,20.35
sample00172,94096,nk_cell,11737,12.47
sample00173,96509,b_cell,7082,7.34
sample00173,96509,cd4_t_cell,28266,29.29
sample00173,96509,cd8_t_cell,27520,28.52
sample00173,96509,monocyte,23840,24.7
sample00173,96509,nk_cell,9801,10.16
sample00174,97817,b_cell,7405,7.57
sample00174,97817,cd4_t_cell,32965,33.7
sample00174,97817,cd8_t_cell,22137,22.63
sample00174,97817,monocyte,14505,14.83
sample00174,97817,nk_cell,20805,21.27
sample00175,107707,b_cell,11412,10.6
sample00175,107707,cd4_t_cell,36667,34.04
sample00175,107707,cd8_t_cell,23005,21.36
sample00175,107707,monocyte,22975,21.33
sample00175,107707,nk_cell,13648,12.67
sample00176,97220,b_cell,7371,7.58
sample00176,97220,cd4_t_cell,31741,32.65
sample00176,97220,cd8_t_cell,18491,19.02
sample00176,97220,monocyte,26575,27.33
sample00176,97220,nk_cell,13042,13.41
sample00177,102788,b_cell,10580,10.29
sample00177,102788,cd4_t_cell,25468,24.78
sample00177,102788,cd8_t_cell,30273,29.45
sample00177,102788,monocyte,17846,17.36
sample00177,102788,nk_cell,18621,18.12
sample00178,109003,b_cell,11377,10.44
sample00178,109003,cd4_t_cell,35564,32.63
sample00178,109003,cd8_t_cell,18189,16.69
sample00178,109003,monocyte,21281,19.52
sample00178,109003,nk_cell,22592,20.73
sample00179,95383,b_cell,4366,4.58
sample00179,95383,cd4_t_cell,26451,27.73
sample00179,95383,cd8_t_cell,24940,26.15
sample00179,95383,monocyte,23797,24.95
sample00179,95383,nk_cell,15829,16.6
sample00180,99526,b_cell,10632,10.68
sample00180,99526,cd4_t_cell,34254,34.42
sample00180,99526,cd8_t_cell,24728,24.85
sample00180,99526,monocyte,18053,18.14
sample00180,99526,nk_cell,11859,11.92
sample00181,106939,b_cell,9617,8.99
sample00181,106939,cd4_t_cell,36652,34.27
sample00181,106939,cd8_t_cell,19948,18.65
sample00181,106939,monocyte,20369,19.05
sample00181,106939,nk_cell,20353,19.03
sample00182,96513,b_cell,7927,8.21
sample00182,96513,cd4_t_cell,43029,44.58
sample00182,96513,cd8_t_cell,14677,15.21
sample00182,96513,monocyte,18209,18.87
sample00182,96513,nk_cell,12671,13.13
sample00183,90271,b_cell,8354,9.25
sample00183,90271,cd4_t_cell,24907,27.59
sample00183,90271,cd8_t_cell,22921,25.39
sample00183,90271,monocyte,15769,17.47
sample00183,90271,nk_cell,18320,20.29
sample00184,101853,b_cell,13752,13.5
sample00184,101853,cd4_t_cell,29444,28.91
sample00184,101853,cd8_t_cell,27317,26.82
sample00184,101853,monocyte,18862,18.52
sample00184,101853,nk_cell,12478,12.25
sample00185,90312,b_cell,8199,9.08
sample00185,90312,cd4_t_cell,30630,33.92
sample00185,90312,cd8_t_cell,26342,29.17
sample00185,90312,monocyte,13624,15.09
sample00185,90312,nk_cell,11517,12.75
sample00186,99781,b_cell,12451,12.48
sample00186,99781,cd4_t_cell,21131,21.18
sample00186,99781,cd8_t_cell,32194,32.26
sample00186,99781,monocyte,19122,19.16
sample00186,99781,nk_cell,14883,14.92
sample00187,97273,b_cell,13389,13.76
sample00187,97273,cd4_t_cell,25999,26.73
sample00187,97273,cd8_t_cell,22858,23.5
sample00187,97273,monocyte,22047,22.67
sample00187,97273,nk_cell,12980,13.34
sample00188,93651,b_cell,10012,10.69
sample00188,93651,cd4_t_cell,30565,32.64
sample00188,93651,cd8_t_cell,20985,22.41
sample00188,93651,monocyte,19179,20.48
sample00188,93651,nk_cell,12910,13.79
sample00189,92269,b_cell,7128,7.73
sample00189,92269,cd4_t_cell,32117,34.81
sample00189,92269,cd8_t_cell,25593,27.74
sample00189,92269,monocyte,17971,19.48
sample00189,92269,nk_cell,9460,10.25
sample00190,107702,b_cell,5835,5.42
sample00190,107702,cd4_t_cell,30147,27.99
sample00190,107702,cd8_t_cell,30522,28.34
sample00190,107702,monocyte,27256,25.31
sample00190,107702,nk_cell,13942,12.94
sample00191,97633,b_cell,10650,10.91
sample00191,97633,cd4_t_cell,25785,26.41
sample00191,97633,cd8_t_cell,30449,31.19
sample00191,97633,monocyte,18500,18.95
sample00191,97633,nk_cell,12249,12.55
sample00192,93422,b_cell,9491,10.16
sample00192,93422,cd4_t_cell,29905,32.01
sample00192,93422,cd8_t_cell,22342,23.92
sample00192,93422,monocyte,19969,21.38
sample00192,93422,nk_cell,11715,12.54
sample00193,104288,b_cell,12614,12.1
sample00193,104288,cd4_t_cell,33863,32.47
sample00193,104288,cd8_t_cell,22778,21.84
sample00193,104288,monocyte,17710,16.98
sample00193,104288,nk_cell,17323,16.61
sample00194,94766,b_cell,8249,8.7
sample00194,94766,cd4_t_cell,32860,34.67
sample00194,94766,cd8_t_cell,21040,22.2
sample00194,94766,monocyte,17927,18.92
sample00194,94766,nk_cell,14690,15.5
sample00195,110093,b_cell,9581,8.7
sample00195,110093,cd4_t_cell,31555,28.66
sample00195,110093,cd8_t_cell,23430,21.28
sample00195,110093,monocyte,28496,25.88
sample00195,110093,nk_cell,17031,15.47
sample00196,106348,b_cell,5599,5.26
sample00196,106348,cd4_t_cell,35171,33.07
sample00196,106348,cd8_t_cell,22344,21.01
sample00196,106348,monocyte,22474,21.13
sample00196,106348,nk_cell,20760,19.52
sample00197,105242,b_cell,11837,11.25
sample00197,105242,cd4_t_cell,24501,23.28
sample00197,105242,cd8_t_cell,33379,31.72
sample00197,105242,monocyte,23036,21.89
sample00197,105242,nk_cell,12489,11.87
sample00198,112100,b_cell,11947,10.66
sample00198,112100,cd4_t_cell,25884,23.09
sample00198,112100,cd8_t_cell,26396,23.55
sample00198,112100,monocyte,34147,30.46
sample00198,112100,nk_cell,13726,12.24
sample00199,98854,b_cell,14721,14.89
sample00199,98854,cd4_t_cell,32669,33.05
sample00199,98854,cd8_t_cell,18028,18.24
sample00199,98854,monocyte,21877,22.13
sample00199,98854,nk_cell,11559,11.69
sample00200,98997,b_cell,10134,10.24
sample00200,98997,cd4_t_cell,32902,33.24
sample00200,98997,cd8_t_cell,25566,25.83
sample00200,98997,monocyte,18307,18.49
sample00200,98997,nk_cell,12088,12.21
sample00201,107968,b_cell,12506,11.58
sample00201,107968,cd4_t_cell,33632,31.15
sample00201,107968,cd8_t_cell,22619,20.95
sample00201,107968,monocyte,22907,21.22
sample00201,107968,nk_cell,16304,15.1
sample00202,109619,b_cell,12230,11.16
sample00202,109619,cd4_t_cell,29841,27.22
sample00202,109619,cd8_t_cell,26472,24.15
sample00202,109619,monocyte,27965,25.51
sample00202,109619,nk_cell,13111,11.96
sample00203,89878,b_cell,10259,11.41
sample00203,89878,cd4_t_cell,26495,29.48
sample00203,89878,cd8_t_cell,23424,26.06
sample00203,89878,monocyte,21700,24.14
sample00203,89878,nk_cell,8000,8.9
sample00204,106620,b_cell,13017,12.21
sample00204,106620,cd4_t_cell,29998,28.14
sample00204,106620,cd8_t_cell,27927,26.19
sample00204,106620,monocyte,22142,20.77
sample00204,106620,nk_cell,13536,12.7
sample00205,101142,b_cell,8077,7.99
sample00205,101142,cd4_t_cell,28201,27.88
sample00205,101142,cd8_t_cell,24825,24.54
sample00205,101142,monocyte,23367,23.1
sample00205,101142,nk_cell,16672,16.48
sample00206,108697,b_cell,10714,9.86
sample00206,108697,cd4_t_cell,35430,32.6
sample00206,108697,cd8_t_cell,30621,28.17
sample00206,108697,monocyte,19164,17.63
sample00206,108697,nk_cell,12768,11.75
sample00207,104367,b_cell,8515,8.16
sample00207,104367,cd4_t_cell,30668,29.38
sample00207,104367,cd8_t_cell,27761,26.6
sample00207,104367,monocyte,24054,23.05
sample00207,104367,nk_cell,13369,12.81
sample00208,109160,b_cell,11308,10.36
sample00208,109160,cd4_t_cell,39817,36.48
sample00208,109160,cd8_t_cell,24209,22.18
sample00208,109160,monocyte,17331,15.88
sample00208,109160,nk_cell,16495,15.11
sample00209,105179,b_cell,11804,11.22
sample00209,105179,cd4_t_cell,34985,33.26
sample00209,105179,cd8_t_cell,26281,24.99
sample00209,105179,monocyte,18851,17.92
sample00209,105179,nk_cell,13258,12.61
sample00210,97792,b_cell,6668,6.82
sample00210,97792,cd4_t_cell,25188,25.76
sample00210,97792,cd8_t_cell,26040,26.63
sample00210,97792,monocyte,28452,29.09
sample00210,97792,nk_cell,11444,11.7
sample00211,94532,b_cell,7965,8.43
sample00211,94532,cd4_t_cell,30544,32.31
sample00211,94532,cd8_t_cell,28417,30.06
sample00211,94532,monocyte,16855,17.83
sample00211,94532,nk_cell,10751,11.37
sample00212,110959,b_cell,18307,16.5
sample00212,110959,cd4_t_cell,31840,28.7
sample00212,110959,cd8_t_cell,22477,20.26
sample00212,110959,monocyte,27824,25.08
sample00212,110959,nk_cell,10511,9.47
sample00213,98753,b_cell,11597,11.74
sample00213,98753,cd4_t_cell,33550,33.97
sample00213,98753,cd8_t_cell,23412,23.71
sample00213,98753,monocyte,15033,15.22
sample00213,98753,nk_cell,15161,15.35
sample00214,102152,b_cell,13613,13.33
sample00214,102152,cd4_t_cell,23583,23.09
sample00214,102152,cd8_t_cell,26516,25.96
sample00214,102152,monocyte,24990,24.46
sample00214,102152,nk_cell,13450,13.17
sample00215,90715,b_cell,8136,8.97
sample00215,90715,cd4_t_cell,28823,31.77
sample00215,90715,cd8_t_cell,24167,26.64
sample00215,90715,monocyte,19257,21.23
sample00215,90715,nk_cell,10332,11.39
sample00216,101474,b_cell,8404,8.28
sample00216,101474,cd4_t_cell,35370,34.86
sample00216,101474,cd8_t_cell,20063,19.77
sample00216,101474,monocyte,23747,23.4
sample00216,101474,nk_cell,13890,13.69
sample00217,95714,b_cell,5644,5.9
sample00217,95714,cd4_t_cell,21619,22.59
sample00217,95714,cd8_t_cell,25388,26.52
sample00217,95714,monocyte,30086,31.43
sample00217,95714,nk_cell,12977,13.56
sample00218,113235,b_cell,20617,18.21
sample00218,113235,cd4_t_cell,37568,33.18
sample00218,113235,cd8_t_cell,26481,23.39
sample00218,113235,monocyte,15497,13.69
sample00218,113235,nk_cell,13072,11.54
sample00219,105888,b_cell,7959,7.52
sample00219,105888,cd4_t_cell,36310,34.29
sample00219,105888,cd8_t_cell,22105,20.88
sample00219,105888,monocyte,17506,16.53
sample00219,105888,nk_cell,22008,20.78
sample00220,93958,b_cell,8861,9.43
sample00220,93958,cd4_t_cell,38494,40.97
sample00220,93958,cd8_t_cell,22989,24.47
sample00220,93958,monocyte,11766,12.52
sample00220,93958,nk_cell,11848,12.61
sample00221,104061,b_cell,12912,12.41
sample00221,104061,cd4_t_cell,28115,27.02
sample00221,104061,cd8_t_cell,25250,24.26
sample00221,104061,monocyte,17064,16.4
sample00221,104061,nk_cell,20720,19.91
sample00222,106140,b_cell,6263,5.9
sample00222,106140,cd4_t_cell,33860,31.9
sample00222,106140,cd8_t_cell,18048,17.0
sample00222,106140,monocyte,33462,31.53
sample00222,106140,nk_cell,14507,13.67
sample00223,91476,b_cell,8529,9.32
sample00223,91476,cd4_t_cell,27067,29.59
sample00223,91476,cd8_t_cell,21128,23.1
sample00223,91476,monocyte,20188,22.07
sample00223,91476,nk_cell,14564,15.92
sample00224,101328,b_cell,11269,11.12
sample00224,101328,cd4_t_cell,35313,34.85
sample00224,101328,cd8_t_cell,24687,24.36
sample00224,101328,monocyte,21265,20.99
sample00224,101328,nk_cell,8794,8.68
sample00225,111440,b_cell,10705,9.61
sample00225,111440,cd4_t_cell,28808,25.85
sample00225,111440,cd8_t_cell,25171,22.59
sample00225,111440,monocyte,24436,21.93
sample00225,111440,nk_cell,22320,20.03
sample00226,95701,b_cell,13772,14.39
sample00226,95701,cd4_t_cell,28952,30.25
sample00226,95701,cd8_t_cell,25780,26.94
sample00226,95701,monocyte,13314,13.91
sample00226,95701,nk_cell,13883,14.51
sample00227,106893,b_cell,9484,8.87
sample00227,106893,cd4_t_cell,34416,32.2
sample00227,106893,cd8_t_cell,25560,23.91
sample00227,106893,monocyte,19319,18.07
sample00227,106893,nk_cell,18114,16.95
sample00228,93013,b_cell,8825,9.49
